Course Sections Id,Sec Name,Sec Short Title,Sec Min Cred,Sec Max Cred,Faculty First Initial & Last CSV,Sec Start Date,Sec End Date,Sec Status,Sec Printed Comments,Sec Meeting Info,Crs Desc,Course Types CSV,Corequisite,Prerequisite
98706,EDUC-384-A,Mid & High Sch March Band Mth,2,,J.Guzman,8/31/16 0:00,10/13/16 0:00,A,First seven weeks.,"08/31/2016-10/13/2016 Lecture - First 7 Weeks Tuesday, Thursday 08:00AM - 09:30AM, Koren, Room 217","This course examines the high school and middle school marching band program. Included are studies in marching philosophies, program organization, administration and student recruitment and retention. Students experience marching band instrumentation, unique marching equipment, field topography, terminology, marching drill charting tools and basic drill drawing. This class included a practicum with a local high school marching band. ",,,Must be admitted to Teacher Education Program.
99516,PAID-450-A,Nordic Environmentalism,4,,"M.Johnson,R.Brummel",8/31/16 0:00,12/15/16 0:00,P,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Koren, Room 217 (more)...","In this course, students will explore cultural, ethical, and political facets of environmentalism in Nordic countries.  Drawing upon topical environmental issues such as protection of water and land rights, corporate social responsibility, whaling and energy, we will examine the tensions between self/society, private/public goods, and individual liberty/state regulation embedded in Nordic environmental politics.  All of this will be done within the lens of choices and approaches Nordic countries have made in these areas and through contextualizing those choices with international comparisons.  Students will be asked to explore the ethical debates associated with these environmental case studies, develop the debate around the various choices and deliberate the various challenges and opportunities present in decision making.",PAID2,,
99235,PE-323-A,Prin. of Strength Train & Con,2,,K.Agena,10/19/16 0:00,12/15/16 0:00,A,Second seven weeks.,"10/19/2016-12/15/2016 Lecture - Second 7 Weeks Monday, Wednesday, Friday 11:00AM - 12:00PM, Regents Center, Room 224",The course will be taught in accordance with the principles recommended by the National Strength and Conditioning Association. Course content will include: facility organization and management; equipment purchase and maintenance; program design and organization; theory of strength training and conditioning; and experiential learning in weight training and conditioning.,,,PE 261.
99455,MUS-115-A,Class Instruction: Voice,1,,C.Sonka,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For piano and voice majors and non-majors with little or no background in those areas. Additional fees will be assessed for this course.,PRIV,,
98992,MUS-231-A,Theory III,3,,A.Engelsdorfer,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Jenson Noble Hall of Music, Room CHOIR","A continuation of Theory II. Covers chromatic harmony and voice leading, modulation, modal mixture, and styles and techniques relating to music of the twentieth century and beyond.  Activities include written exercises, keyboard exercises, composition exercises, and the analysis of musical examples.",PBK,,
99075,MUS-344-A,Hist of Music:Contemporary,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"The first half of the course examines major trends in twentieth- and twenty-first century Western Art Music and American vernacular music. We will observe a weakening of tonality and functional harmony and explore the alternative systems that composers introduced. The influence of non-Western music, pre-nineteenth-century music, and popular music on Western Art Music will also be explored, as will the ways that nationalism, censorship, politics, and advances in technology shape music from this period. The second half of the course introduces students to the music of some non-Western cultures. Taking a case study approach, we will investigate the music of select cultures from Asia, Africa, and Latin America, focusing on the instruments, methods of organizing music, performance contexts, and the significance and meaning of music-making in each culture. We will examine how music helps to express identity and how transmission and globalization affect music. We will conclude by studying a North American musical tradition outside of the Western Art Music sphere, from an ethnomusicological perspective, exposing students to some of the methodologies and key questions of the field. ","PBK,HEPT,W",,"MUS 332, MUS 332L and Mus 345."
99262,PHYS-352-A,Mechanics of Materials,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"Application of Newtonian mechanics to deformable solids, development of equations of elasticity in rectangular and curvilinear coordinates. Stress and strain, torsion, determinate and indeterminate problems, bending and deflection of beams, two-dimensional problems, variational methods and energy principles, fracture, fatigue. Recommended for students considering future study in mechanical engineering, civil engineering, engineering mechanics, or materials science. Offered every three years.",PBK,,PHYS 281.
98764,GER-450-A,Masterpieces of German Litera,4,,,8/31/16 0:00,12/15/16 0:00,P,"Goethe's ""Faust"" and Brecht's ""Galileo"":Knowledge and Responsibility",,"The course focuses on masterpieces of poetry, prose and drama in German through 1900, with attention on the continuing impact of these works on modern German culture. Significant practice in writing,m including a research project. May be repeated up to three times for credit under three different topics. Offered on a rotating basis. ","HEPT,PBK,ENGMJ",,GER 202 and one German course at the 300 level.
99423,PSYC-353L-B,Social Psychology Lab,0,,E.Bossard,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 11:00AM - 12:30PM, Valders, Room 345",,,Take PSYC-353,
98956,MUS-145-A,Orchestral Reper for Harp,1,,R.Brandwein,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR","This is a one-credit course covering the performance and rehearsal aspects of harp in orchestral playing and other ensembles employing the harp.  Course includes marking and pedaling harp parts, pre-rehearsal preparation including listening to recordings and studying scores, and ensemble practice and performance including conducting skills.  Students may register regardless of orchestral experience.",,,
98804,HLTH-381-A,Internship,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,Supervised on-or off-campus work situations in public or private organizations. Graded A-F. ,JT2,,
98552,BIO-231-A,Microscopy,2,,R.Fitton,10/19/16 0:00,12/15/16 0:00,A,Second seven weeks.,"10/19/2016-12/15/2016 Lecture - Second 7 Weeks Tuesday, Thursday 08:00AM - 09:30AM, Room to be Announced","An introduction to the theoretical and technical aspects of light and electron microscopy and digital imaging as tools for scientific study. Demonstrations supplement lectures with no formal laboratory. This first-seven-week course offered each fall is designed to provide a broad overview of microscopy theory and technique while giving students an introduction to the available on-campus instrumentation. A full semester companion laboratory, BIO 232, is open to students enrolled in Bio 231.",,,"BIO 151, 152."
98781,HIST-111-A,Survey of US History to 1877,4,,E.Tebbenhoff,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Koren, Room 216","This course surveys American history from the early colonial period to the end of Reconstruction in 1877. Topics are wide-ranging and include society, politics and culture but the overall theme emphasizes the evolution of the New England colonies, the Middle Colonies, the Chesapeake,and the Lower South into coherent regions with different economies, social structures and cultural attributes. The course then explores how these various regions successfully cooperated with one another long enough to engage in an independence movement that separated them from Great Britain and created the United States. These regional differences lived on into the nineteenth century, however, and became the basis for the sectional conflict which erupted into Civil War in 1861. The course closes with the successes and failures of Reconstruction policy as a bridge to later American history.","HIST,HBSSM,PBK",,
99484,REL-231-A,Psychology and Religion,4,,S.Hurley,8/31/16 0:00,12/15/16 0:00,A,"Course can fulfill REL or HE gen ed req, not both.","08/31/2016-12/09/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 349","This course explores the intersections between psychology and religion. It examines how psychological theories can illuminate religious practices and rituals and what religious texts and beliefs can contribute to the understanding of the human mind. In particular, the course focuses on similarities between the trajectory of spiritual progress as proposed in selected religious texts and Analytical Psychology, the use of meditation techniques and rituals in therapy, and the recent dialogue between Buddhist psychology and Cognitive Science. In its analysis of religious rituals, texts, and practices, the course focuses predominantly on spiritual guides, ritual manuals, and meditation theory from Buddhism, Christianity, and Daoism.","HE,REL,PBK",,"REL 101, 111, or 112."
98779,HEB-375-A,Directed Readings,1,,,8/31/16 0:00,12/15/16 0:00,P,,,Prerequisite: consent of instructor,PBK,,
99277,POLS-381-A,Internship,1,,,8/31/16 0:00,12/15/16 0:00,P,,,Supervised off-campus work situations in public or private organizations. Graded A-F.,,,
99242,PHIL-100-A,Introduction to Philosophy,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Ockham House, Room 103","An introduction to basic questions in philosophy concerning God, the nature of reality, knowledge and truth, human nature, morality, and the individual in society, together with the range of arguments and answers that philosophers have developed in response to them.","RP,PBK,HEPT",,
99446,PHIL-100-B,Introduction to Philosophy,4,,S.Bailey,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Ockham House, Room 103","An introduction to basic questions in philosophy concerning God, the nature of reality, knowledge and truth, human nature, morality, and the individual in society, together with the range of arguments and answers that philosophers have developed in response to them.","RP,PBK,HEPT",,
99532,MUS-244-A,"Mus Hist I: Med, Ren and Baro",4,,M.Batoff,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Center for the Arts, Room 217","This course offers a survey of sacred and secular music from Antiquity to 1750. Students will examine the origins of many musical conventions that we take for granted, such as meter, musical notation, polyphony, and tonality, and will learn about the composers and theorists responsible for these innovations. The origins and development of many genres, including the cyclic Mass, motet, madrigal, sonata, concerto, and cantata, as well as opera, will be explored. We will also consider the institutions and technological advances that allowed for these developments, including the patronage system and the invention of the printing press. Historical, social, and political factors that shaped the repertory and affected musical life during this period will also be investigated. ","HIST,W",,Take Mus-122 and Mus-122L;
99537,HIST-290-A,Gender and Women's History,4,,,8/31/16 0:00,12/15/16 0:00,P,,08/31/2016-12/15/2016,"Faculty teaching this course will focus on the history of gender within their own period of expertise. The course will examine such gender questions as: Why and how should we study the history of gender? What do gender roles from the past tell us about our own gender experience? How do the histories of men and women as gendered persons intersect? The course will focus on these questions as they are related to the history of work, family, politics, and social behavior for the particular period and nation the instructor selects. (Same as WGST 290)","WGSMJ,SS,PBK,HBSSM,HIST",,
98521,ART-493-A,"Studio, Senior Honors Project",0,,,8/31/16 0:00,12/15/16 0:00,P,"Year-long project.  Students must fill out Application for Senior Honors Project form in order to register. Registration for that will be 0 credits in Fall, 4 credits in Spring.",,"A year-long independent research project. Applications are completed on the  ""Honors Program"" form available at the registrar's office, requiring the signatures of a faculty supervisor, the department head, the honors program director, and the registrar. Interdisciplinary projects require the signatures of two faculty supervisors. The project must be completed by the due date for senior projects.  The completed project is evaluated by a review committee consisting of the faculty supervisor, another faculty member from the major department and a faculty member from outside the major department.  All projects must be presented publicly.  Only projects awarded an "" A- or A"" qualify for ""department honors"" designation.  The honors project fulfills the all-college senior project requirement.",HON,,
99044,MUS-330-A,Private Instruction-Euphonium,1,2,"M.Smith,B.Yates",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES4",,
99051,MUS-330-A,Private Instruction-Saxophone,1,2,"M.Chesher,L.Postudensek Hart",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES6",,
98567,BIO-301L-A01,Human Dissection & Anat Lab,0,,S.Fretham,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 12:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 153",,PBK,Take Bio-301,
98977,MUS-230-A,Private Instruction-Harp,1,2,R.Brandwein,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,"PRIV,PBK,LES11",,
99089,MUS-430-A,Private Instruction-Harp,1,2,R.Brandwein,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES11",,
98544,BIO-151L-A04,Prin Bio Lab:Eco/Evol/Biodiv,0,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 11:00AM - 01:00PM, Sampson Hoffland Laboratories, Room 274",,PBK,Take Bio 151,
99320,REL-221-B,History of Christian Thought,4,,,8/31/16 0:00,12/15/16 0:00,P,"Course can only fulfill either Rel or HEPT gen ed req, not both.",,"A survey of central events, ideas, and figures in the history of Christianity from the early church to the present. The course will focus on primary texts, and attention will be given to the ways that Christian theology has developed over the centuries within a variety of cultures.","RP,PBK,REL,HEPT,HIST",,"REL 101, 111 or 112."
99156,OC-350-A,Itinerant Program,12,,,8/31/16 0:00,12/15/16 0:00,P,,,,,,
99195,PE-100-B01,Personal Fitness and Wellness,1,,"C.Jennings,C.Padilla",8/31/16 0:00,10/13/16 0:00,A,Class meets in Olin 102 the first day.,"08/31/2016-10/13/2016 PE Skills - 1st 7 Weeks Tuesday, Thursday 08:00AM - 09:30AM, Regents Center, Room SRC (more)...","This course will focus on the knowledge and skills necessary for developing and maintaining a healthy, physically active lifestyle throughout one's lifespan.  General topics include major health issues such as physical fitness, nutrition, stress management, substance abuse and disease prevention.  Students will participate in both lecture and activity during each week.",WEL,,
98685,EDUC-275-A,"Flute, Clarinet and Saxophone",2,,"M.Chesher,C.Hester",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Jenson Noble Hall of Music, Room ORCH","Methods and materials of teaching these instruments to elementary and secondary students. Includes knowledge of and proficiency on these instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",,,
99489,COMS-357-A,Research Methods,4,,K.Powell,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Main, Room 116B","Students are introduced to communication and rhetorical methods including design of experimental, survey, textual, rhetorical, and ethnographic research.","HBSSM,PBK",,"COMS 130, 132, and 133."
98790,HIST-291-A,Environmental History,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"This course introduces students to the field of environmental history. Students will examine the ways in which humans, plants, animals, and microbiota have acted as agents in the history of the world. The course emphasizes historical developments after 1300 and especially investigates the roles of science, colonialism, capitalism, and the state in changing the physical state of the environment and the ways humans understand their surroundings.  Offered alternate years. ","HBSSM,NWNL,HIST,INTCL,GL,SS,ENVMJ,PBK,NSNL",,
98846,MATH-140-F,Precalc W Derivative,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use is required. Prerequisite: a suggested placement.","QUANT,QSR,PBK",,
99415,MATH-140-C,"Calc I with Review, Part A",4,,R.Berger,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use is required. Prerequisite: a suggested placement.","QUANT,QSR,PBK",,
99417,MATH-140-E,"Calc I with Review, Part A",4,,J.Becker,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use is required. Prerequisite: a suggested placement.","QUANT,QSR,PBK",,
98851,MATH-151-Z,Calculus I Adv Placement,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.","QUANT,QSR,PBK",,
99474,ENG-485-A,Sem: William Blake in Th World,4,,A.Weldon,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Main, Room 218","Intriguing, challenging, and often misunderstood, the visionary English artist William Blake (1757-1827) lived in two worlds at once.  One was Romantic-era London, where politics, perception, and poetry were in constant flux.  The other was his own radical imaginative universe, including God, Milton, Satan, sex, and mythic figures with names like Oothoon, Los, and Golgonooza.  In the process of art-making -- relief-etching his drawings and painting on copper plates, then printing and coloring his designs by hand -- he strove to unite the visible and invisible worlds, ""melting apparent surfaces away, and displaying the infinite which was hid.""  Together, we'll read a wide selection of work by Blake and his contemporaries, write about them, and even [I hope] try our own hands at printmaking to understand Blake's deep belief that the artist's imagination can remake the physical world and to ponder what he means for us now.",,,"Take 2 courses from Eng 251, 352-354, 361-368"
98886,MGT-490-B,Senior Project,1,,C.Gomersall,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,PBK,,
98887,MGT-490-C,Senior Project,1,,S.Holland,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,PBK,,
98889,MGT-490-E,Senior Project,1,,D.Jones,8/31/16 0:00,12/15/16 0:00,A,Weekly meeting required.,"08/31/2016-12/15/2016 Independent Studies Tuesday 02:30PM - 03:45PM, Olin, Room 101",,PBK,,
99004,MUS-250-C,Intro to Conducting,2,,D.Baldwin,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room ORCH","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,
98519,ART-395-A,Independent Study,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,Prerequisite: 12 hours in department,"PBK,JT2",,
98941,MUS-130-B,Private Instruction-Voice,1,2,H.Andereck,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
98564,BIO-256L-A01,Biostatistics Lab,0,,E.Baack,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Monday 06:30PM - 08:30PM, Olin, Room 213",,PBK,Take BIO-256,
98566,BIO-301-A,Human Dissection & Anatomy,4,,S.Fretham,8/31/16 0:00,12/15/16 0:00,A,Register for lecture and one lab. To be included on the wait list e-mail frethams@luther.edu.,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 262","An in-depth gross anatomy course that includes dissection of a human cadaver. Skeletal, muscular, nervous, digestive, cardiovascular, respiratory, and urogenital systems will be covered. Lectures and laboratory. Requires junior or senior standing.",PBK,Take Bio 301L,"BIO 151, 152 or BIO 243 and junior or senior standing."
98668,ECON-380-B,Internship,1,,,8/31/16 0:00,12/15/16 0:00,P,,,On-the-job learning experience in government or industry. The plan must be presented for departmental approval before the experience begins. (Note: Those students with less than a 2.50 GPA in the major must have departmental approval before interviewing.),JT2,,
99414,MATH-140-B,"Calc I with Review, Part A",4,,R.Bernatz,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use is required. Prerequisite: a suggested placement.","QUANT,QSR,PBK",,
98849,MATH-151-C,Calculus I,4,,T.Occhipinti,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 106","Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.","QUANT,QSR,PBK",,
98883,MGT-380-B,Internship,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,On-the-job learning experience in government or industry. The plan must be presented for departmental approval before the experience begins. (Note: Those students with less than a 2.50 GPA in the major must have departmental approval before interviewing.),JT2,,
99005,MUS-250-D,Intro to Conducting,2,,S.Martin,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room SPER","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,
98553,BIO-243-A,Microbiology,4,,J.Enos-Berlage,8/31/16 0:00,12/15/16 0:00,A,Register for lecture and one lab.,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 206",A basic introduction to the study of microorganisms and the principles of immunology and virology. Laboratory includes the study of basic cell processes and the identification and culturing of typical forms. Lectures and laboratory.,"PBK,ENVMJ,NSL",Take BIO-243L,BIO 151 and BIO 152 or BIO 115 and BIO 116
98944,MUS-130-F,Private Instruction-Voice,1,2,"H.Andereck,K.Kanakis",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
99052,MUS-330-A,Private Instruction-Oboe,1,2,H.Armstrong,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES15",,
98565,BIO-256L-A02,Biostatistics Lab,0,,E.Baack,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 12:45PM - 02:45PM, Olin, Room 213",,PBK,Take BIO-256,
98667,ECON-380-A,Internship,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,On-the-job learning experience in government or industry. The plan must be presented for departmental approval before the experience begins. (Note: Those students with less than a 2.50 GPA in the major must have departmental approval before interviewing.),JT2,,
98730,ENG-365-A,British Romanticism,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"The era of the American and French revolutions profoundly affected England, inspiring cultural debates about slavery and women's roles, as well as new ways of looking at the natural world, human perception, imaginative creation, and the Gothic past.  We will study the cultural milieu and read such writers as Blake, Equiano, Burke, Wollstonecraft, Austen, William and Dorothy Wordsworth, Coleridge, Percy and Mary Shelley, Byron, and Keats.  Offered alternate years. Requires junior standing.","PBK,HEPT",,
98954,MUS-131L-A,Honors Ear Training I,1,,J.Britton,8/31/16 0:00,12/15/16 0:00,A,Honors section for new first-year students only.  Co-requisite: Mus 131.,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 08:40AM, Center for the Arts, Room 217",Honors section.  First year only.  Co-requisite is Mus 131,,,
99341,SCI-127-A,Science of Science Fiction,4,,,8/31/16 0:00,12/15/16 0:00,P,"Students who have received credit for Chem 185: Learning Science through Science Fiction, may not earn credit for this course.",,"An examination of the scientific principles contained in a number of popular science fiction books and movies.  Designed to acquaint the student with many of the major principles of the natural sciences (physics, chemistry, and biology), while examining the relationship between science and fantasy.  In addition, the ways in which popular science fiction affects how the public views science will be examined.  No previous background in science or math is required.","NWNL,PBK",,
99164,PAID-111D-08,Paideia I,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Discussion Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 116B","A two-semester common course for all first-year students that addresses questions central to the human condition.  It develops students' ability to read, write, analyze, discuss, and research by engaging with works from across the disciplines, drawn from different time periods and parts of the globe.  As a signature course and a foundation for liberal learning, ""Enduring Questions"" is taught by faculty from all divisions of the college. Students may not withdraw from PAID 111 or 112. If they fail the course, they must retake it in the next semester that it is offered.",PBK,,
99169,PAID-111D-13,Paideia I,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Discussion Monday, Wednesday, Friday 12:15PM - 01:15PM, Loyalty Hall, Room 010","A two-semester common course for all first-year students that addresses questions central to the human condition.  It develops students' ability to read, write, analyze, discuss, and research by engaging with works from across the disciplines, drawn from different time periods and parts of the globe.  As a signature course and a foundation for liberal learning, ""Enduring Questions"" is taught by faculty from all divisions of the college. Students may not withdraw from PAID 111 or 112. If they fail the course, they must retake it in the next semester that it is offered.",PBK,,
99170,PAID-111D-14,Paideia I,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Discussion Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 114","A two-semester common course for all first-year students that addresses questions central to the human condition.  It develops students' ability to read, write, analyze, discuss, and research by engaging with works from across the disciplines, drawn from different time periods and parts of the globe.  As a signature course and a foundation for liberal learning, ""Enduring Questions"" is taught by faculty from all divisions of the college. Students may not withdraw from PAID 111 or 112. If they fail the course, they must retake it in the next semester that it is offered.",PBK,,
99180,PAID-111D-24,Paideia I,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Discussion Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 116B","A two-semester common course for all first-year students that addresses questions central to the human condition.  It develops students' ability to read, write, analyze, discuss, and research by engaging with works from across the disciplines, drawn from different time periods and parts of the globe.  As a signature course and a foundation for liberal learning, ""Enduring Questions"" is taught by faculty from all divisions of the college. Students may not withdraw from PAID 111 or 112. If they fail the course, they must retake it in the next semester that it is offered.",PBK,,
99189,PAID-111D-33,Paideia I,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Discussion Monday, Wednesday, Friday 02:45PM - 03:45PM, Main, Room 214","A two-semester common course for all first-year students that addresses questions central to the human condition.  It develops students' ability to read, write, analyze, discuss, and research by engaging with works from across the disciplines, drawn from different time periods and parts of the globe.  As a signature course and a foundation for liberal learning, ""Enduring Questions"" is taught by faculty from all divisions of the college. Students may not withdraw from PAID 111 or 112. If they fail the course, they must retake it in the next semester that it is offered.",PBK,,
99194,PAID-450-A,Global Agenda (Wash Cons),4,,,8/31/16 0:00,12/15/16 0:00,P,,,,"PAID2,PBK",,
